Date,Temperature,Humidity,Pressure,Wind_Speed,Rainfall,CO2_Level,Visibility,Cloud_Cover
2019-12-14,11.98,42.17,1014.87,11.82,0.55,411.82,6.33,58.56
2019-12-15,19.7,63.1,1015.07,18.71,1.62,409.02,10.0,22.42
2019-12-16,14.08,38.35,1015.69,16.21,0.45,410.77,6.07,46.23
2019-12-17,14.79,50.71,1013.98,8.93,1.06,410.33,8.6,60.72
2019-12-18,13.98,53.9,1014.06,7.84,0.81,411.0,7.51,70.51
2019-12-19,14.9,60.45,1010.42,13.43,1.85,410.34,7.62,33.34
2019-12-20,14.47,49.64,1009.48,1.16,0.05,409.77,6.49,43.96
2019-12-21,14.82,61.37,1017.37,9.8,0.2,408.99,5.48,40.46
2019-12-22,13.27,70.61,1007.31,11.96,0.21,410.33,6.94,28.79
2019-12-23,16.74,39.4,1011.2,17.41,0.43,408.83,7.04,14.34
2019-12-24,17.37,49.13,1012.88,0.0,0.86,409.61,6.77,34.11
2019-12-25,20.26,54.73,1022.16,21.51,0.75,409.59,8.61,80.6
2019-12-26,15.47,46.44,1010.5,28.62,0.34,409.93,9.49,48.45
2019-12-27,17.93,54.96,1004.48,7.6,0.3,409.51,7.69,56.55
2019-12-28,11.34,55.46,1026.42,5.13,0.4,410.66,9.95,20.81
2019-12-29,15.78,48.34,1010.06,8.3,0.12,410.44,6.14,59.51
2019-12-30,14.58,60.33,1015.23,12.2,0.8,409.0,5.56,44.24
2019-12-31,18.73,61.94,1010.34,18.87,0.56,409.32,5.65,40.98
2020-01-01,17.14,63.31,1014.88,25.83,0.08,413.19,2.83,35.38
2020-01-02,15.47,51.59,1008.32,9.66,0.14,412.43,8.78,89.78
2020-01-03,14.98,60.58,1006.93,30.51,3.86,411.1,5.95,84.71
2020-01-04,14.49,65.21,1013.71,0.0,0.48,412.52,8.77,33.73
2020-01-05,15.69,62.28,1010.44,24.6,0.09,412.28,6.91,39.39
2020-01-06,14.03,65.36,1005.41,21.0,0.1,413.72,6.03,85.73
2020-01-07,13.94,65.65,1010.77,21.03,0.42,411.38,6.65,66.72
2020-01-08,16.14,75.7,1009.41,20.96,0.21,413.01,7.39,67.38
2020-01-09,11.51,51.36,1018.73,17.65,0.16,413.03,8.75,86.82
2020-01-10,14.15,61.13,1004.8,11.86,0.21,412.03,4.69,22.61
2020-01-11,16.92,63.21,1015.42,1.81,0.32,412.51,9.41,69.44
2020-01-12,17.49,79.31,1008.26,28.98,0.26,412.23,8.19,22.39
2020-01-13,18.93,59.42,1010.54,8.31,0.89,410.62,7.71,35.74
2020-01-14,10.77,67.47,1003.44,14.45,0.45,411.29,6.52,53.07
2020-01-15,13.28,62.33,1016.58,21.82,1.34,413.75,7.53,81.81
2020-01-16,18.58,68.33,1004.73,7.32,0.01,412.97,8.01,54.43
2020-01-17,13.72,55.49,1012.51,16.19,0.67,411.82,7.14,44.69
2020-01-18,13.69,66.87,1014.29,5.07,0.18,412.43,7.9,39.23
2020-01-19,16.19,67.72,1011.49,2.84,0.48,412.27,7.97,11.32
2020-01-20,19.96,62.04,1012.53,25.61,0.22,413.65,5.96,23.05
2020-01-21,14.89,66.39,1008.74,24.87,0.13,412.44,9.4,38.42
2020-01-22,15.66,78.93,1003.65,11.89,1.35,412.84,10.0,49.33
2020-01-23,15.45,56.24,1011.44,16.28,0.41,412.55,6.31,54.26
2020-01-24,14.2,65.96,1016.05,16.26,0.54,412.28,5.74,0.0
2020-01-25,20.62,72.38,1015.14,2.51,0.15,413.88,6.42,30.41
2020-01-26,22.49,60.09,1010.22,16.64,0.25,412.12,6.3,20.0
2020-01-27,16.51,70.5,1018.09,15.11,0.66,410.92,7.45,67.32
2020-01-28,13.69,86.3,1014.01,28.05,0.57,414.13,5.99,42.54
2020-01-29,18.43,71.09,1019.27,13.14,0.24,413.66,6.63,57.75
2020-01-30,17.55,82.07,1003.24,16.15,0.43,412.27,6.83,87.69
2020-01-31,15.75,83.25,1007.11,25.77,0.15,412.03,10.0,76.77
2020-02-01,15.76,74.08,1006.53,19.58,0.18,410.25,9.52,41.8
2020-02-02,17.05,85.72,1010.62,8.28,0.01,412.28,9.1,91.39
2020-02-03,16.73,64.93,1015.46,12.14,1.3,411.91,6.79,52.09
2020-02-04,16.75,67.75,1012.59,13.54,0.77,412.53,6.82,49.06
2020-02-05,13.24,86.57,1013.21,18.54,0.16,411.48,8.87,43.96
2020-02-06,20.9,65.59,1013.35,24.68,0.82,412.23,5.58,32.2
2020-02-07,18.35,63.2,1017.21,12.05,0.04,413.18,5.45,49.73
2020-02-08,16.84,53.12,1009.62,20.39,0.09,410.13,9.66,57.83
2020-02-09,17.13,77.27,1010.7,9.44,0.22,414.2,5.27,89.19
2020-02-10,16.5,78.22,1007.31,19.19,1.13,412.17,5.0,31.19
2020-02-11,14.81,68.22,1017.88,19.13,0.56,412.12,9.36,62.04
2020-02-12,17.27,87.5,1007.29,11.99,2.45,412.29,8.79,95.74
2020-02-13,18.26,80.86,1024.41,10.06,0.26,410.66,5.43,78.62
2020-02-14,20.26,83.27,1015.71,26.76,0.01,412.8,5.1,33.08
2020-02-15,17.46,82.54,1017.5,18.61,0.2,413.4,10.0,90.58
2020-02-16,22.67,57.27,1022.14,22.34,0.13,411.73,4.9,68.94
2020-02-17,24.18,81.66,1014.42,7.1,0.95,412.21,2.77,44.77
2020-02-18,21.81,71.77,1012.89,13.52,0.01,412.18,4.86,97.79
2020-02-19,16.52,77.06,1018.04,4.96,1.68,414.12,10.0,30.67
2020-02-20,20.51,77.35,1009.01,20.03,0.26,412.26,7.88,31.67
2020-02-21,21.35,57.03,1016.02,17.39,0.79,413.68,9.32,47.11
2020-02-22,21.58,82.35,1007.31,24.7,0.01,414.23,5.19,79.32
2020-02-23,22.97,95.44,1008.61,11.98,0.05,411.74,7.57,88.38
2020-02-24,19.16,72.46,1014.38,4.62,0.01,411.74,9.34,53.36
2020-02-25,21.52,81.97,1008.69,15.24,0.4,413.92,3.82,15.28
2020-02-26,19.66,73.79,1009.9,14.75,0.38,412.77,9.55,58.45
2020-02-27,17.98,66.06,1021.38,7.44,0.57,411.71,6.2,27.08
2020-02-28,22.74,94.32,1016.51,23.29,1.03,413.32,10.0,49.99
2020-02-29,18.38,81.67,1023.43,6.88,0.95,412.2,6.52,100.0
2020-03-01,20.16,68.82,1013.43,24.44,0.13,414.78,9.21,61.88
2020-03-02,22.24,71.63,1007.54,21.68,0.18,413.34,7.48,58.63
2020-03-03,26.27,69.66,1019.83,10.85,0.11,414.66,8.01,94.91
2020-03-04,24.7,75.41,1007.87,24.84,0.56,413.93,5.84,0.0
2020-03-05,19.21,80.17,1008.11,14.3,0.03,412.84,7.16,0.0
2020-03-06,24.29,68.34,1007.23,1.5,0.06,412.29,8.92,89.59
2020-03-07,19.73,98.21,1009.1,16.38,1.55,413.01,6.85,20.12
2020-03-08,27.6,96.49,1004.59,6.81,0.07,411.38,6.28,28.99
2020-03-09,25.45,79.36,1009.59,22.97,0.43,412.75,9.21,35.9
2020-03-10,21.14,79.46,1017.31,16.11,0.25,411.73,6.12,44.46
2020-03-11,20.31,71.23,1013.86,24.62,0.04,412.82,10.0,39.89
2020-03-12,25.4,84.61,1013.98,14.21,0.07,413.06,5.37,47.47
2020-03-13,22.62,100.0,1015.66,16.49,0.33,412.97,5.65,39.92
2020-03-14,30.24,70.8,1010.25,13.82,0.46,412.27,8.61,42.66
2020-03-15,20.09,82.48,1019.04,24.13,0.4,411.94,7.89,77.53
2020-03-16,26.01,92.78,1015.61,14.22,0.39,411.16,8.01,77.57
2020-03-17,30.59,93.41,1015.77,2.64,0.55,412.63,6.78,29.88
2020-03-18,23.79,75.35,1010.61,4.96,0.03,412.79,2.0,0.0
2020-03-19,24.11,77.58,1013.95,9.18,0.04,412.51,10.0,97.43
2020-03-20,25.77,89.86,1013.88,4.31,0.52,412.01,8.64,9.06
2020-03-21,25.83,82.88,1013.66,12.33,0.4,411.49,9.31,84.66
2020-03-22,24.74,53.72,1011.19,14.49,0.2,412.61,8.01,27.1
2020-03-23,29.22,65.86,1010.17,19.97,0.4,413.54,8.63,48.8
2020-03-24,25.44,76.28,1018.9,9.98,2.45,413.0,6.3,37.6
2020-03-25,27.95,64.61,1004.49,10.22,0.66,413.58,10.0,6.31
2020-03-26,27.64,84.67,1009.02,18.4,0.27,410.29,9.21,53.93
2020-03-27,26.52,83.93,1008.86,6.99,0.09,412.22,5.84,20.65
2020-03-28,26.08,100.0,1003.84,6.59,0.45,411.32,7.53,100.0
2020-03-29,22.77,66.02,1014.69,24.64,0.41,411.88,8.76,23.07
2020-03-30,31.14,83.13,1016.44,26.73,0.33,412.1,5.78,95.24
2020-03-31,22.76,61.53,1013.6,14.99,0.17,412.27,8.28,53.08
2020-04-01,27.01,67.01,1014.16,8.95,0.4,413.08,1.98,49.05
2020-04-02,27.67,89.35,1013.92,25.02,0.28,412.89,7.64,54.85
2020-04-03,23.88,82.85,1008.84,9.89,0.14,413.02,3.33,11.1
2020-04-04,33.44,72.71,1014.0,3.09,0.17,412.59,9.48,40.09
2020-04-05,31.22,85.97,1024.52,3.16,0.54,412.98,7.4,66.24
2020-04-06,27.09,77.14,1015.25,11.21,0.98,412.13,10.0,50.02
2020-04-07,30.7,71.96,1009.1,23.66,0.26,413.06,7.38,75.11
2020-04-08,26.41,87.42,1018.27,14.24,0.07,412.92,9.39,72.37
2020-04-09,24.56,83.29,1003.11,15.38,0.28,413.79,8.53,37.47
2020-04-10,24.58,71.39,1009.81,15.88,0.23,412.58,7.84,56.67
2020-04-11,27.98,83.36,1012.38,18.66,0.21,412.48,5.54,42.7
2020-04-12,27.79,89.49,1010.07,11.98,0.98,413.22,7.82,63.77
2020-04-13,30.65,71.26,1013.75,17.91,0.2,414.72,7.02,23.84
2020-04-14,29.56,89.34,1009.92,13.97,0.54,412.84,8.46,64.76
2020-04-15,29.2,82.75,1018.15,21.98,0.57,413.05,6.27,44.91
2020-04-16,35.2,75.76,1018.25,17.71,0.4,412.17,8.21,28.74
2020-04-17,37.39,81.82,1019.38,13.79,0.88,411.91,7.63,61.83
2020-04-18,32.9,69.29,1020.03,17.89,0.06,413.11,8.87,44.43
2020-04-19,33.43,93.49,1008.42,8.3,1.42,413.5,5.54,24.44
2020-04-20,29.48,79.09,1011.68,14.51,0.22,412.72,7.56,0.0
2020-04-21,33.57,77.16,1029.22,33.46,0.07,412.71,5.88,11.16
2020-04-22,35.92,92.61,1011.09,19.08,0.52,412.02,4.6,0.0
2020-04-23,33.4,70.2,1002.91,16.16,0.45,412.5,7.04,44.29
2020-04-24,32.83,64.26,1010.96,18.83,0.09,413.18,7.64,54.2
2020-04-25,28.12,76.4,1002.11,16.43,0.23,413.96,8.61,47.34
2020-04-26,29.89,72.33,1018.47,30.24,0.36,411.89,7.55,49.44
2020-04-27,32.35,77.81,1008.93,21.59,0.39,412.79,5.87,14.47
2020-04-28,29.97,72.51,1018.15,6.49,0.13,411.71,3.46,61.79
2020-04-29,26.16,65.32,1002.62,14.31,0.06,411.44,4.88,26.99
2020-04-30,30.31,73.59,1014.44,7.87,0.04,412.82,7.36,82.58
2020-05-01,33.67,73.14,1014.29,13.07,0.01,414.07,7.14,34.02
2020-05-02,29.37,68.56,1005.69,22.46,0.09,410.27,5.21,62.84
2020-05-03,32.27,57.22,1016.27,21.49,0.52,412.66,4.61,44.48
2020-05-04,30.07,71.68,1012.53,13.93,0.02,412.91,6.2,20.4
2020-05-05,31.22,79.22,1012.78,16.46,0.75,413.7,4.05,40.49
2020-05-06,31.54,79.12,1017.31,5.0,0.5,411.39,5.06,40.06
2020-05-07,36.37,79.93,1008.16,12.52,0.11,411.72,4.95,79.58
2020-05-08,37.79,66.07,1020.02,11.1,0.32,413.03,5.95,62.34
2020-05-09,36.77,64.64,1011.17,13.79,0.47,411.9,4.23,36.6
2020-05-10,32.2,64.88,1012.77,18.78,0.09,412.29,7.64,91.34
2020-05-11,33.52,85.24,1006.05,16.26,0.09,412.25,8.19,83.15
2020-05-12,31.25,78.87,1012.32,19.94,1.06,414.01,3.93,45.09
2020-05-13,34.22,76.58,1003.78,7.88,1.63,411.92,1.2,67.46
2020-05-14,32.66,89.72,1014.99,10.67,0.28,413.57,6.21,75.04
2020-05-15,37.7,81.46,1015.15,18.04,0.25,412.38,5.86,36.14
2020-05-16,39.43,66.69,1019.46,5.92,0.69,412.99,4.17,55.46
2020-05-17,36.73,65.42,1005.5,14.27,1.71,411.62,1.82,51.49
2020-05-18,36.65,63.48,1017.24,6.71,0.12,412.35,8.92,61.56
2020-05-19,30.35,75.08,1016.36,27.22,0.66,410.64,8.73,35.72
2020-05-20,34.56,83.18,1010.25,1.84,0.32,414.01,6.18,72.84
2020-05-21,35.67,77.12,1011.6,4.77,0.09,412.81,10.0,20.81
2020-05-22,35.7,78.88,1003.62,18.28,0.29,413.38,7.1,69.22
2020-05-23,32.4,75.94,1014.56,0.0,0.42,411.35,7.69,86.45
2020-05-24,29.81,72.8,1013.62,4.8,0.55,412.88,9.73,91.02
2020-05-25,43.83,60.52,1014.21,0.0,0.11,411.98,8.01,46.83
2020-05-26,31.96,63.87,1022.66,18.55,0.21,410.8,2.87,50.71
2020-05-27,28.28,67.99,1021.22,17.89,0.33,414.89,7.75,47.5
2020-05-28,29.79,63.3,1012.37,9.28,0.35,411.89,5.03,54.97
2020-05-29,34.4,64.82,1010.6,20.57,0.27,412.44,5.9,92.11
2020-05-30,40.23,57.97,1007.39,12.79,0.05,411.68,10.0,70.05
2020-05-31,37.34,55.86,1007.24,0.0,0.71,411.54,4.69,71.84
2020-06-01,34.72,78.99,1024.02,8.84,3.82,411.27,8.4,100.0
2020-06-02,34.55,73.36,1009.31,16.45,2.3,412.62,8.42,55.52
2020-06-03,31.88,64.11,1020.13,17.63,4.59,413.34,5.1,57.96
2020-06-04,31.98,62.48,1013.95,17.38,2.26,411.59,5.85,45.92
2020-06-05,39.86,74.13,1006.38,14.26,1.26,412.25,6.22,42.36
2020-06-06,36.94,61.21,1021.39,0.0,0.04,412.44,5.99,51.99
2020-06-07,35.27,68.67,1008.7,13.35,3.54,413.26,4.8,85.51
2020-06-08,34.77,69.77,1019.17,6.74,2.9,413.15,8.62,45.96
2020-06-09,33.27,57.43,1007.55,24.7,1.14,412.01,6.6,55.8
2020-06-10,38.61,59.14,1020.79,2.76,1.18,411.66,8.5,46.37
2020-06-11,34.24,53.87,1012.51,5.73,0.12,410.82,8.92,55.19
2020-06-12,36.15,55.31,1008.6,29.39,2.42,412.64,1.76,42.95
2020-06-13,35.54,67.47,1012.79,15.53,4.81,409.79,8.24,90.96
2020-06-14,36.4,68.72,1005.41,0.0,0.98,411.73,6.93,0.0
2020-06-15,39.23,62.78,1014.59,16.78,0.11,413.76,7.03,62.0
2020-06-16,34.48,46.58,1010.84,21.35,0.43,412.11,5.56,46.18
2020-06-17,39.82,58.63,1010.56,18.68,0.84,412.33,6.98,57.67
2020-06-18,40.74,60.84,1014.39,10.93,0.66,412.4,4.78,17.28
2020-06-19,41.1,62.33,1017.68,1.34,0.99,415.14,9.19,10.86
2020-06-20,26.28,69.31,1014.22,6.28,0.66,411.82,3.86,30.16
2020-06-21,35.74,61.2,1007.13,1.36,0.76,412.57,6.49,36.55
2020-06-22,37.68,44.32,1013.23,19.47,0.03,412.16,3.71,77.3
2020-06-23,37.99,82.46,1024.4,5.59,7.58,412.16,6.99,79.46
2020-06-24,31.15,67.43,1022.34,18.36,1.45,413.79,5.78,40.09
2020-06-25,31.86,53.38,1003.45,14.32,3.16,414.01,3.32,72.3
2020-06-26,33.46,68.53,1013.13,2.66,0.6,409.6,8.18,51.8
2020-06-27,36.63,71.77,1013.99,28.05,0.93,413.12,6.82,27.81
2020-06-28,38.18,57.99,1016.8,12.67,6.8,410.61,5.81,98.77
2020-06-29,35.97,69.91,1008.5,2.41,0.76,411.28,2.96,47.47
2020-06-30,33.33,50.51,1012.66,17.91,1.18,412.79,7.09,69.48
2020-07-01,31.76,67.43,1020.65,17.1,0.13,411.89,10.0,65.14
2020-07-02,36.59,55.18,1005.58,13.33,0.29,411.93,4.76,70.36
2020-07-03,41.58,55.32,1009.6,9.04,1.06,411.82,5.05,67.59
2020-07-04,31.06,42.82,1009.85,20.86,0.14,411.36,5.21,88.32
2020-07-05,35.03,59.47,1013.53,26.16,0.75,411.45,7.31,41.59
2020-07-06,34.83,57.04,1019.1,6.39,2.91,413.44,5.82,38.36
2020-07-07,29.47,67.09,1018.48,23.67,4.93,414.1,7.95,33.86
2020-07-08,29.8,62.46,1002.68,12.46,1.73,412.67,8.91,58.11
2020-07-09,41.56,37.42,1012.59,15.14,0.78,411.16,6.5,8.18
2020-07-10,35.88,63.9,1014.14,12.41,3.3,412.09,7.57,75.88
2020-07-11,35.94,74.99,1017.91,28.75,0.07,410.01,5.66,55.58
2020-07-12,29.32,50.61,1007.54,16.08,2.35,412.0,7.88,51.97
2020-07-13,37.64,46.03,1012.6,22.11,3.52,412.86,5.67,54.95
2020-07-14,32.58,51.35,1009.57,3.54,5.73,413.62,7.74,34.42
2020-07-15,35.35,46.03,1017.73,3.82,12.13,413.72,5.2,25.89
2020-07-16,37.5,64.15,1015.44,23.58,2.08,412.85,5.26,36.46
2020-07-17,33.97,65.21,1010.72,12.02,0.11,414.35,4.88,0.0
2020-07-18,34.7,60.15,1014.31,0.0,0.14,412.43,7.46,0.0
2020-07-19,33.01,64.99,1019.33,7.07,0.76,413.42,7.7,28.89
2020-07-20,34.24,48.58,1004.09,0.0,0.16,413.5,8.06,38.34
2020-07-21,29.3,56.2,1005.11,13.3,0.84,413.68,5.24,52.5
2020-07-22,35.19,67.73,1010.53,11.02,0.41,412.62,5.75,52.39
2020-07-23,31.88,47.06,1017.96,23.76,0.64,410.79,9.38,96.23
2020-07-24,36.09,63.76,1010.1,5.75,0.27,412.88,5.39,21.34
2020-07-25,34.86,70.49,1019.22,20.66,3.6,413.48,6.08,68.91
2020-07-26,29.18,62.04,1007.03,17.29,2.49,411.97,5.69,71.6
2020-07-27,33.23,46.58,1011.13,15.03,4.86,414.12,7.79,26.06
2020-07-28,31.39,46.3,1017.28,28.42,2.81,411.99,3.28,55.73
2020-07-29,32.91,40.27,1007.78,21.95,0.58,410.54,6.57,59.49
2020-07-30,35.01,52.93,1016.29,14.44,2.26,411.57,5.82,35.67
2020-07-31,32.0,63.56,1011.23,5.85,0.21,413.04,6.02,76.86
2020-08-01,34.2,70.43,1018.9,24.15,1.98,413.47,6.78,80.44
2020-08-02,33.36,60.29,1019.0,6.27,3.2,413.29,7.43,42.42
2020-08-03,31.82,56.76,1007.8,30.56,1.15,413.57,5.45,53.3
2020-08-04,32.01,39.94,1017.26,13.98,4.87,412.26,9.79,70.98
2020-08-05,34.85,38.86,1012.6,12.6,1.97,412.78,6.39,67.48
2020-08-06,28.46,64.53,1004.96,13.05,3.43,412.93,8.7,19.27
2020-08-07,36.34,48.11,1010.02,12.61,0.63,412.05,9.33,43.65
2020-08-08,29.86,47.98,1013.52,5.5,8.56,412.2,5.87,70.79
2020-08-09,32.35,37.58,1012.97,21.27,3.7,414.28,6.08,30.76
2020-08-10,33.23,60.8,1006.11,13.42,1.53,411.89,6.98,53.95
2020-08-11,30.62,59.81,1015.11,25.48,4.35,414.23,4.05,20.9
2020-08-12,36.81,39.31,1009.65,7.99,1.41,413.65,9.88,37.19
2020-08-13,31.35,43.29,1018.73,0.0,0.01,414.15,5.83,91.68
2020-08-14,29.8,52.85,1010.14,4.15,0.54,412.91,9.19,60.63
2020-08-15,26.26,40.5,1014.93,21.7,1.19,411.05,6.88,13.38
2020-08-16,34.7,45.58,1013.89,37.15,4.97,411.91,6.55,84.73
2020-08-17,32.52,61.57,1006.04,14.72,1.25,412.78,6.65,59.18
2020-08-18,30.06,67.33,1015.78,6.4,0.94,412.62,7.49,29.94
2020-08-19,34.76,42.11,1010.17,11.23,1.04,412.7,7.8,63.97
2020-08-20,22.3,32.37,1017.79,7.61,6.75,412.7,7.96,23.62
2020-08-21,32.48,34.88,1016.46,23.85,1.91,411.33,5.42,72.44
2020-08-22,33.25,37.54,1009.28,9.78,0.53,410.89,6.83,56.08
2020-08-23,32.56,49.35,1012.05,13.41,3.12,412.02,7.25,12.6
2020-08-24,32.43,56.72,1009.87,11.81,5.88,413.74,9.81,37.9
2020-08-25,32.26,43.28,1009.96,19.74,3.27,412.04,8.54,53.16
2020-08-26,25.7,62.2,1017.89,15.3,5.38,412.23,9.01,62.95
2020-08-27,29.16,40.25,1012.6,0.0,0.15,412.53,10.0,47.8
2020-08-28,33.68,47.16,1008.19,16.08,1.9,412.38,5.42,50.85
2020-08-29,24.66,49.93,1015.59,18.97,7.72,409.4,7.26,36.15
2020-08-30,29.74,62.73,1023.14,13.68,3.84,411.67,6.53,39.83
2020-08-31,26.83,45.52,1005.51,25.25,3.11,413.16,4.47,69.53
2020-09-01,25.37,45.01,1018.12,13.4,0.35,411.47,9.06,69.92
2020-09-02,28.15,32.49,1016.23,15.16,1.53,413.58,6.34,0.0
2020-09-03,25.48,54.17,1012.83,12.29,0.81,413.67,10.0,42.36
2020-09-04,29.96,35.43,1002.55,13.64,0.23,411.62,5.96,2.7
2020-09-05,26.45,41.27,1012.32,32.2,0.88,414.33,8.01,48.57
2020-09-06,23.25,34.57,1011.69,2.23,2.85,413.16,5.14,48.58
2020-09-07,26.26,34.76,1018.78,3.89,2.71,412.8,7.61,43.81
2020-09-08,31.06,32.64,1016.14,12.76,0.27,412.47,4.34,67.01
2020-09-09,26.33,24.18,1014.66,23.05,9.04,413.78,8.74,20.34
2020-09-10,28.52,47.34,1003.44,15.74,0.33,411.67,4.1,56.19
2020-09-11,31.39,39.05,1008.59,16.49,3.24,413.09,2.64,36.76
2020-09-12,24.73,45.72,999.88,35.39,1.96,412.61,8.23,34.09
2020-09-13,26.42,34.05,1015.08,12.79,0.72,412.77,5.63,16.24
2020-09-14,25.85,23.88,1013.95,14.71,0.12,411.97,7.3,51.12
2020-09-15,29.67,66.58,1018.69,11.38,0.77,412.01,4.32,60.81
2020-09-16,23.69,50.24,1017.97,25.99,3.05,412.67,7.78,38.33
2020-09-17,23.68,36.23,1015.5,16.61,1.03,412.08,7.45,65.9
2020-09-18,22.92,28.21,1010.15,14.01,1.37,412.25,5.07,80.22
2020-09-19,23.23,36.02,1014.89,3.99,0.33,411.05,8.29,73.21
2020-09-20,23.55,28.75,1014.34,8.41,0.26,413.83,3.28,52.82
2020-09-21,27.44,36.01,1007.34,18.37,2.1,413.5,10.0,57.63
2020-09-22,26.46,54.32,1015.24,10.99,2.55,412.43,5.28,37.45
2020-09-23,21.5,39.62,1011.77,32.16,2.18,413.39,6.08,63.58
2020-09-24,24.36,52.4,1017.91,3.8,0.86,414.71,9.4,18.52
2020-09-25,26.54,50.3,1010.98,18.91,1.65,412.04,8.58,74.24
2020-09-26,24.99,26.15,1012.02,23.48,6.8,411.37,6.7,63.08
2020-09-27,23.46,48.03,1011.04,12.39,0.17,413.33,5.12,77.98
2020-09-28,22.79,54.54,1020.64,14.35,0.96,410.43,5.1,60.98
2020-09-29,16.77,34.89,1018.7,31.34,0.63,412.79,7.57,46.32
2020-09-30,25.03,56.36,1011.89,15.55,1.93,415.51,8.25,33.28
2020-10-01,22.49,31.23,1000.98,17.5,0.36,414.28,8.62,28.8
2020-10-02,21.73,35.48,1004.02,12.36,0.14,413.84,9.59,42.22
2020-10-03,26.51,38.3,1011.37,15.46,0.62,412.78,7.02,44.06
2020-10-04,22.89,34.94,1002.48,31.34,1.45,412.03,7.38,10.15
2020-10-05,21.87,20.0,1004.62,0.39,0.09,413.55,9.58,50.36
2020-10-06,18.62,52.66,1016.66,19.31,1.72,412.73,8.8,38.27
2020-10-07,22.26,37.58,1004.93,22.33,0.68,414.56,8.0,7.69
2020-10-08,21.49,32.07,1017.14,23.57,2.34,412.49,3.4,33.39
2020-10-09,16.13,44.54,1017.16,13.23,1.03,412.79,4.57,21.96
2020-10-10,23.81,40.51,1012.31,11.61,0.97,411.23,6.12,2.45
2020-10-11,17.77,41.8,1014.13,17.45,0.31,412.5,4.64,44.51
2020-10-12,23.19,24.89,1014.0,15.81,1.07,414.04,7.17,93.56
2020-10-13,27.37,23.18,1014.11,15.69,0.39,412.08,6.97,62.63
2020-10-14,21.3,33.46,1003.9,9.35,1.19,412.95,4.58,37.51
2020-10-15,20.59,27.92,1008.85,17.5,0.16,412.63,5.47,51.7
2020-10-16,23.83,45.79,1014.24,15.62,0.63,412.53,8.61,51.89
2020-10-17,17.51,43.34,1008.02,33.71,0.01,412.17,6.92,14.89
2020-10-18,20.03,46.17,1021.37,10.28,0.46,411.77,3.69,41.87
2020-10-19,17.48,34.58,1016.05,14.6,0.01,411.67,7.3,52.45
2020-10-20,21.45,49.64,1014.96,18.63,0.36,413.08,6.1,38.88
2020-10-21,18.32,47.64,1009.89,11.6,0.92,413.56,8.82,53.09
2020-10-22,19.47,39.34,1016.73,17.6,0.31,411.28,7.84,49.02
2020-10-23,14.44,42.78,1008.81,5.66,0.29,412.51,7.55,0.0
2020-10-24,19.29,41.88,1016.97,22.79,0.23,411.51,5.89,21.28
2020-10-25,20.19,55.55,1008.0,0.0,0.27,413.59,6.75,50.39
2020-10-26,19.94,37.54,1012.0,17.94,0.23,413.49,7.36,56.36
2020-10-27,17.28,34.14,1000.73,13.18,0.18,413.94,9.06,41.58
2020-10-28,16.47,51.58,1011.35,10.92,1.27,413.5,10.0,7.27
2020-10-29,22.57,43.53,1019.94,20.79,0.18,412.56,7.72,62.61
2020-10-30,19.62,37.58,1010.43,5.41,0.35,411.93,7.67,39.85
2020-10-31,10.98,56.03,1013.85,18.55,0.59,412.03,10.0,62.65
2020-11-01,15.32,40.43,1014.54,31.55,0.51,413.18,6.46,30.09
2020-11-02,18.87,59.0,1011.45,14.79,1.13,413.96,5.8,11.03
2020-11-03,20.7,47.62,1008.17,10.69,0.14,410.97,5.99,29.61
2020-11-04,16.92,49.69,1004.37,0.0,0.69,411.75,7.54,60.44
2020-11-05,21.58,35.58,1018.46,10.62,0.14,412.86,8.94,59.02
2020-11-06,13.05,65.12,1014.88,19.12,0.19,412.12,4.06,18.43
2020-11-07,15.45,44.97,1009.79,20.27,0.57,412.78,9.71,70.57
2020-11-08,21.33,55.6,1010.38,19.79,0.68,410.78,4.01,27.04
2020-11-09,21.52,42.92,1013.4,21.07,0.54,413.26,5.04,57.1
2020-11-10,18.22,36.62,1012.15,3.0,0.17,412.15,6.46,80.84
2020-11-11,14.92,46.95,1009.72,12.92,1.63,412.32,9.74,25.39
2020-11-12,15.88,51.84,1013.47,16.4,0.99,411.53,7.4,49.77
2020-11-13,15.58,47.71,1015.38,1.02,0.18,413.73,6.63,24.86
2020-11-14,14.11,42.8,1011.5,22.29,1.18,411.83,6.31,69.27
2020-11-15,13.78,50.29,1004.49,10.51,0.67,412.76,6.95,46.04
2020-11-16,15.39,52.46,995.09,24.09,1.04,411.59,7.34,79.06
2020-11-17,15.14,55.46,1004.84,7.76,0.31,411.87,6.41,32.75
2020-11-18,16.79,44.41,1011.36,0.0,0.8,411.21,6.02,89.72
2020-11-19,12.86,35.77,1007.52,14.46,0.13,412.34,10.0,61.16
2020-11-20,16.56,42.05,1015.69,20.28,0.26,411.43,8.68,50.58
2020-11-21,20.47,32.43,1006.35,0.0,0.46,413.59,4.05,61.41
2020-11-22,15.59,41.54,1013.98,15.5,0.18,411.69,4.62,40.07
2020-11-23,17.87,49.02,1008.74,15.05,0.48,413.41,6.18,16.65
2020-11-24,15.34,54.25,1009.63,22.03,0.12,411.73,6.24,0.6
2020-11-25,14.41,36.87,1013.17,5.48,0.31,412.33,2.19,13.58
